,name,city,income,credit_score,loan_amount,years_employed,points,loan_approved
1655,Mary Hampton,South Richardchester,104177,457,28146,30,50.0,False
1656,Felicia Wood,Joefort,143386,705,39562,13,75.0,True
1657,Samuel Mitchell,West Erik,119889,634,39892,24,65.0,True
1658,Ashlee Miller,East Amberfort,132014,394,46703,9,45.0,False
1659,April Thompson MD,Erikastad,127605,389,3649,10,60.0,True
1660,Erin Williams,North Christinaborough,36428,474,26615,31,25.0,False
1661,Kevin Gilbert,Port Cheyenneberg,149356,366,31299,38,55.0,False
1662,Brooke Parsons,South Catherineport,109482,332,26781,21,55.0,False
1663,Melissa Patrick,Stephanieport,127671,600,43827,25,65.0,True
1664,Timothy Bauer,Elizabethborough,95107,546,31230,9,40.0,False
1665,Brittany Bolton,East Jennifer,139161,589,22805,20,70.0,True
1666,Michelle Graham,Lake Elizabethside,148509,609,47472,13,65.0,True
1667,Mary Diaz,Leeland,148349,350,3056,16,60.0,True
1668,Robert Ford,Bowersmouth,67512,760,9709,20,80.0,True
1669,Michelle Barrett,North Misty,131677,468,17423,26,55.0,False
1670,Shawn Cook,East Johnfort,134708,584,14255,11,70.0,True
1671,Randy Welch,Laurenstad,60162,645,1179,6,60.0,True
1672,Dr. Jonathan Clark,Erinhaven,109569,580,35791,25,65.0,True
1673,Wendy Salazar,South Kayla,135110,340,30815,37,55.0,False
1674,Kimberly Campos,West Marvinchester,76179,364,32097,26,40.0,False
1675,Suzanne Lynch,West Mary,58705,528,30443,16,35.0,False
1676,Matthew Williams,Lake Rebecca,113442,560,26874,16,55.0,False
1677,Daryl Walker,Allentown,54920,740,4130,4,75.0,True
1678,Denise Olsen,Smithport,111381,352,33547,37,50.0,False
1679,Matthew Roberts,Port Jimmyfurt,62850,636,12615,34,60.0,True
1680,Alexis Jordan,Deborahfort,118835,321,7518,8,55.0,False
1681,Monique Jackson,Emilychester,129035,465,28947,13,55.0,False
1682,Heather Hubbard,Kyleside,124493,370,5995,9,55.0,False
1683,Sarah Smith,North Kimberly,130593,576,12729,7,55.0,False
1684,Gail Mason,Dixonfort,116400,584,6457,22,75.0,True
1685,Heather Hughes,New Sierra,119241,318,41654,5,45.0,False
1686,Carla Peterson DDS,South Vickie,139882,659,2952,21,75.0,True
1687,Rebecca Reynolds,Lewisborough,47927,795,39427,4,50.0,False
1688,Natasha Davenport,Grantmouth,112345,696,22116,23,80.0,True
1689,Andrew Chavez,New Michaelstad,42735,646,28232,0,25.0,False
1690,Shannon Miller,New Abigailville,148410,439,32026,31,55.0,False
1691,Kristen Juarez,New Lisamouth,112242,551,21451,34,55.0,False
1692,Elaine Trevino,West Elizabethberg,114717,564,25876,9,50.0,False
1693,Samuel Zavala,Charlesport,35167,607,27664,1,25.0,False
1694,Dustin Lopez,Port Derrickhaven,70492,402,24758,7,35.0,False
1695,Dennis Cook,East Barbarashire,133364,380,16172,3,45.0,False
1696,Ryan Pierce,Port Jennifershire,87779,604,37199,19,55.0,False
1697,Jamie Galvan,Samanthachester,34373,395,44115,21,25.0,False
1698,Leah Rodriguez,Williamsstad,105965,715,36518,6,70.0,True
1699,Kevin Hoffman,North Matthew,77823,489,43499,36,40.0,False
1700,Ashley Burnett,Robinsonberg,125991,473,49356,32,50.0,False
1701,Jason Maldonado,Barbaraborough,47224,804,36885,15,65.0,True
1702,Daniel Estrada,Port Allison,41813,652,9926,25,50.0,False
1703,Jennifer Lane,Johnville,149226,730,17711,38,80.0,True
1704,Dr. Jared Lee III,New Jack,68680,422,44976,15,35.0,False
1705,Andrew Bolton,Lake Charlesfurt,72823,436,15295,17,45.0,False
1706,Laura Pearson,Port Heatherchester,127973,409,23371,13,55.0,False
1707,Charles Wong,Port Miguelchester,84460,687,44222,33,65.0,True
1708,Jill Harris,East Paul,53021,492,44637,15,35.0,False
1709,Travis Kim III,Fordton,56318,361,31064,33,35.0,False
1710,Jason Keith,West Joshua,47322,736,1902,30,65.0,True
1711,Kendra Willis,Kevinbury,133089,760,14167,17,90.0,True
1712,Tracey Nelson,Walkerberg,100701,317,16363,31,55.0,False
1713,William Arnold,North Joseph,144879,679,35211,16,80.0,True
1714,Denise Barrett,Julietown,77953,364,38169,6,35.0,False
1715,Douglas Pacheco,Lake Tyler,99579,841,1220,9,90.0,True
1716,Erin Norris,Bradleytown,95771,792,13675,11,85.0,True
1717,Eric Duran,Heatherview,149732,504,42212,25,50.0,False
1718,Toni Cunningham,Codyfort,65720,500,17048,20,40.0,False
1719,George Ruiz,New Mathew,138851,533,29234,35,55.0,False
1720,Billy Cunningham,East Robert,51567,344,14432,29,40.0,False
1721,Zachary Jones,Higginsbury,63681,519,15317,23,45.0,False
1722,David Hull,Martinezview,149806,760,14702,5,90.0,True
1723,David Wilson,Kylieside,138093,546,3894,30,60.0,True
1724,Kimberly Sandoval,Port Tracyborough,93156,721,22675,6,70.0,True
1725,Kevin Buckley,Aaronstad,135708,665,30645,35,70.0,True
1726,Alyssa Davis,Lake Joshuaburgh,68684,460,16349,2,35.0,False
1727,Christina Clark,West Steven,127853,760,15786,39,90.0,True
1728,Bruce Barr,West Courtney,144084,606,46007,27,65.0,True
1729,Arthur Santana,Grayburgh,74396,683,3302,34,75.0,True
1730,Ryan Fisher,Port Ericland,135412,457,28200,6,50.0,False
1731,Michael Martin,Oliviaburgh,45095,845,44287,36,65.0,True
1732,Jerry Jackson,Ramirezview,91385,519,49065,1,25.0,False
1733,Edward Barton,Hoshire,39869,418,46515,8,20.0,False
1734,Crystal Graves,New Timothyshire,48449,438,4462,33,40.0,False
1735,Shawn Lindsey,North William,128848,375,16826,34,55.0,False
1736,Gina Medina,Joseside,59571,439,12685,2,35.0,False
1737,Samuel Harris,Lake Daisy,142740,830,10687,39,100.0,True
1738,Javier Schultz,Lake Kathleenmouth,118647,468,45652,17,50.0,False
1739,Gail Johnson MD,Port Elizabethtown,124924,331,6481,20,60.0,True
1740,Patrick Walsh,North Haileyfort,118395,400,29768,34,50.0,False
1741,Amy Mccoy,Lake Edwardstad,82089,620,25841,7,55.0,False
1742,Kathy Roberts,Joseland,140853,451,40344,36,50.0,False
1743,Donna Boyd,East Gregoryport,135458,813,41740,2,80.0,True
1744,John Hunter,Johnsonton,103048,302,44387,16,45.0,False
1745,Jamie Fields,West Jenniferview,77942,842,10827,25,90.0,True
1746,Bryce Gutierrez,Williammouth,41836,678,44340,3,40.0,False
1747,Roberto Glover,Blairside,133636,340,41961,30,50.0,False
1748,Daniel Ortiz,Montgomerytown,81717,838,13108,8,85.0,True
1749,Derek Williams,Port Peterhaven,31824,427,37424,33,25.0,False
1750,Deborah Quinn,New Stacy,64663,810,17319,33,80.0,True
1751,Nathan Lopez,South Josephberg,100329,367,10273,25,55.0,False
1752,Elizabeth Jackson,Rickeyburgh,46199,321,16906,26,30.0,False
1753,Bianca Bowen,Lewisport,89609,557,6384,29,55.0,False
1754,Samantha Carter,Moorestad,78311,597,3773,11,70.0,True
1755,Daryl Lowe,Amyburgh,118188,600,13561,1,55.0,False
1756,Julie Parker,Michellehaven,128174,843,34109,1,75.0,True
1757,Monica Richardson,Port Toni,118125,639,48546,8,55.0,False
1758,Ronald Brown,Benjaminton,64362,598,16651,13,55.0,False
1759,Christine Hubbard,Jameshaven,106619,563,39477,20,50.0,False
1760,Barbara Chandler,Port Curtis,79941,396,47616,38,40.0,False
1761,John Johns,New Brandonborough,137795,546,39883,5,45.0,False
1762,Christina Robinson,Schneiderbury,113695,340,27650,2,45.0,False
1763,Tina Hull,Changmouth,78689,698,7246,29,80.0,True
1764,Shannon Maxwell,North Rhondaborough,44201,327,2926,37,40.0,False
1765,Richard Rodriguez,Port Carla,118452,313,17016,24,55.0,False
1766,Mark Jimenez,Mackenzieville,60647,725,1201,39,75.0,True
1767,Jenna Lynch,Denniston,91797,378,21396,38,50.0,False
1768,Bryce Fox,Danielport,33280,531,16161,25,25.0,False
1769,Grace Johnson,Port Wendy,111205,499,12180,10,55.0,False
1770,Jerry Rogers,Jonesview,145898,337,46574,18,50.0,False
1771,Joshua Shepard,Port Michaeltown,103584,645,16574,31,70.0,True
1772,Jessica Burch,New Heatherville,72992,431,28952,1,25.0,False
1773,Terri Golden,New Nicolestad,149964,699,27072,38,80.0,True
1774,Seth Johnson,Lake Stanley,109964,628,49834,13,60.0,True
1775,Christopher Robinson,Michaelchester,59015,821,37063,11,75.0,True
1776,Brian Sims,Colemanside,114889,446,41709,13,50.0,False
1777,Dr. Donna Mccarty,East Kevinside,38285,305,35590,28,25.0,False
1778,Grace Young,South Brandon,113283,539,43279,23,50.0,False
1779,Becky Garcia,Shannontown,137984,348,34252,23,55.0,False
1780,Lauren Brown MD,North Jennifer,90852,763,17727,37,85.0,True
1781,Jennifer Harper,Wangshire,149195,684,44042,18,75.0,True
1782,Maria Malone,Davishaven,121891,602,10514,34,75.0,True
1783,Lauren Walsh,East Mark,69608,405,20294,1,25.0,False
1784,Stacy Hudson,East Pamela,115097,410,13121,14,55.0,False
1785,Charles Costa,Elliottton,83516,717,41777,1,50.0,False
1786,Kara Sanders MD,Comptontown,45292,752,12397,13,65.0,True
1787,Tommy Ramsey,West Elizabeth,48320,670,43610,15,50.0,False
1788,Kelly Sandoval,Port Loriport,35943,303,23589,26,25.0,False
1789,Autumn Thomas,Petersonside,34877,450,27622,37,25.0,False
1790,Kimberly Thomas,Claytonside,69893,691,38546,24,60.0,True
1791,Mark Mclean,North Anna,94569,736,7439,9,75.0,True
1792,Renee Edwards,Tinaville,45220,557,13585,17,30.0,False
1793,Chase Matthews,Melissaview,42739,341,2930,10,40.0,False
1794,Danny Smith,Burkefurt,60775,364,4614,7,45.0,False
1795,Pamela Gordon,North Elizabethmouth,146294,326,4140,4,50.0,False
1796,Anthony Wong,West Crystalland,100457,629,4560,29,75.0,True
1797,Christopher Soto,Port Brandi,47781,753,43078,26,60.0,True
1798,Amber Richardson,Josephfort,80940,751,30012,38,80.0,True
1799,Christopher Klein,Mcclurefurt,89459,721,45000,8,60.0,True
1800,Haley Peters,Lake Moniquefort,78629,693,4125,10,80.0,True
1801,Tara Jones,Andrewhaven,117881,846,18222,4,85.0,True
1802,Christina Chavez,East Stephaniemouth,127404,666,47852,10,65.0,True
1803,Thomas Morales,Stephensland,121289,775,1697,13,95.0,True
1804,Stephanie Martin,North Carrietown,100804,688,8380,14,85.0,True
1805,Cynthia Palmer,Davidfort,84935,653,25640,7,55.0,False
1806,Jermaine Vance,Kurtshire,106983,350,48578,10,45.0,False
1807,Erica Thomas,Carterton,127290,396,29256,17,55.0,False
1808,Sandra Ross,East Rebeccafort,125236,825,12161,11,100.0,True
1809,Roy Fowler,Shannonshire,50253,849,12953,6,75.0,True
1810,Debbie Arias,Jacksonside,146052,648,49139,31,65.0,True
1811,Melissa Kim,Delacruzbury,84379,548,8535,32,50.0,False
1812,Michael Flores,West Jeremymouth,115841,323,33297,37,50.0,False
1813,Mallory Powell,South Timothyton,42978,712,33536,15,50.0,False
1814,Kelly Aguirre,West Kathyfurt,139273,447,6528,10,60.0,True
1815,Mark Murphy,North Victoria,94139,674,1972,21,80.0,True
1816,Jillian Garcia,Richardberg,110694,374,35264,11,50.0,False
1817,Kenneth Murphy,Novakton,83492,847,45686,17,80.0,True
1818,Marcus Weaver,East Davidton,66666,638,3222,38,65.0,True
1819,Crystal Wilkinson,Proctorview,34288,819,20127,8,60.0,True
1820,Larry Mathis,Lake Christopherstad,120476,762,42029,34,85.0,True
1821,Tonya Potter,Lake Dianaland,78566,665,12733,15,65.0,True
1822,Jennifer Myers,New Kayla,58477,491,2718,39,50.0,False
1823,James Miller,Lake Courtneymouth,88115,806,41005,34,80.0,True
1824,Joshua Vincent MD,Wagnerberg,88287,432,21979,33,50.0,False
1825,Kathleen Brady,Erintown,60947,708,43175,11,60.0,True
1826,Rebecca Wood,Nicolestad,142125,699,25965,39,80.0,True
1827,Jesus Johnson,East Joshuaside,77537,480,49920,21,40.0,False
1828,Debra White,Murrayfurt,43022,500,10198,22,35.0,False
1829,Lisa Lopez,Lake Stephanie,119873,845,49454,36,85.0,True
1830,Rachel Greer,Port Shelia,78147,405,23294,25,45.0,False
1831,Bobby Becker,Jacobmouth,101364,794,12658,21,90.0,True
1832,Wayne Jackson,Port Heather,148187,651,35717,38,70.0,True
1833,Jacqueline Walker,New Jenniferstad,114518,674,2681,31,85.0,True
1834,Tina Herring,Alexismouth,77012,799,45571,18,75.0,True
1835,Courtney Lee,Lake Patriciashire,37936,376,8418,30,35.0,False
1836,Carmen Gonzalez,Brandiview,82184,338,6636,23,55.0,False
1837,Gabriel Murphy,East Jessicastad,66160,519,28491,30,35.0,False
1838,Jillian Stewart,New Josephberg,54878,411,19578,5,35.0,False
1839,Hector Bryant,Lake Brittanyfort,46011,361,40653,8,20.0,False
1840,Adriana Ward,Port Willie,141153,656,27358,10,70.0,True
1841,Taylor Grant,Butlermouth,138028,818,28231,28,95.0,True
1842,Diana Huffman,South Janice,89600,822,23104,17,85.0,True
1843,Gina Chapman,Lauramouth,42015,594,12650,32,45.0,False
1844,Tyler Lozano,Port Heathermouth,116870,326,9921,0,45.0,False
1845,Amanda Solis,Danielleshire,57801,537,5767,15,50.0,False
1846,Shawn Ware,Port Markmouth,114109,370,14654,0,40.0,False
1847,John Boyd,Petersburgh,113819,402,19606,19,55.0,False
1848,Joseph Jensen,Willisfort,108269,447,33740,14,50.0,False
1849,Steven Mccormick,Dawnberg,32799,306,9502,23,30.0,False
1850,Victoria Padilla,Keithland,36629,838,15315,11,65.0,True
1851,Rhonda Rodriguez,East Mary,133126,429,14119,38,55.0,False
1852,Ryan Smith,Claireton,73713,686,49384,0,45.0,False
1853,Kelly Perry,Mooreside,61925,774,23610,1,60.0,True
1854,Pamela Powell,Lake Stephenburgh,46505,658,32462,29,40.0,False
1855,Paul Cox,Timothyfurt,133150,458,38435,2,40.0,False
1856,Luke Dixon,Reyesside,104000,546,48812,6,40.0,False
1857,Joshua White,Hornefort,56896,479,5149,29,50.0,False
1858,Christina Cobb,New Diana,38992,490,2918,20,40.0,False
1859,Christopher Moses,Lake Robert,138765,475,7606,27,60.0,True
1860,Mary Richards,Joelside,130290,447,16496,10,55.0,False
1861,Jack Brandt,West Angela,102641,615,18483,26,70.0,True
1862,Nathaniel Ford,Robinsonfurt,57152,596,17196,1,40.0,False
1863,Debbie King,Carrville,106858,484,30283,38,50.0,False
1864,Shannon Gonzales,New Grant,58305,371,11622,3,35.0,False
1865,Melvin Carlson,Higginsborough,136568,802,47394,20,90.0,True
1866,Trevor Bautista,East Edward,143992,400,9828,23,60.0,True
1867,Richard Roy,East Benjamin,60539,345,18387,35,40.0,False
1868,Robert Parks MD,Baileyborough,73064,681,44735,32,60.0,True
1869,David Nichols,Port Maryton,131498,506,2136,17,60.0,True
1870,Cynthia Hughes,Port Ashleyshire,49340,628,8174,29,50.0,False
1871,Russell Martin,Port Jessica,133369,395,2496,9,55.0,False
1872,Carol Mcintosh,Elizabethland,148034,610,14031,30,75.0,True
1873,Sean Dixon,New Madelinetown,108116,725,31808,5,70.0,True
1874,Kevin Davis,East Raymondberg,30371,455,8573,13,30.0,False
1875,Sean Bradshaw,Ortizberg,66342,354,8547,38,45.0,False
1876,Megan Wilson,Powellberg,142513,485,3742,7,55.0,False
1877,Amanda Taylor,Dorothyhaven,48964,748,17297,12,65.0,True
1878,Nicole Lewis,Ashleychester,47038,689,23106,13,50.0,False
1879,Mary Gibson,Kimberlyville,100807,453,19484,11,55.0,False
1880,Duane Clarke,Garrettberg,62853,645,1572,36,65.0,True
1881,Vicki Hernandez,Nicholastown,134662,498,46916,23,50.0,False
1882,Hannah James PhD,Port Sarahshire,52871,653,9401,37,60.0,True
1883,Alan Davis DVM,East Joshuachester,44408,667,37024,20,40.0,False
1884,Jasmine Farmer,East Meghan,116646,565,5911,9,55.0,False
1885,William Conrad,Martinezburgh,143567,790,16126,35,90.0,True
1886,Antonio George Jr.,South Ronaldshire,33379,322,28023,14,25.0,False
1887,Scott Schmidt,West Luisburgh,47275,307,15538,18,30.0,False
1888,Anthony Smith,Rebeccafurt,31947,808,37990,40,65.0,True
1889,Jay Buchanan,West Scottstad,76955,680,19680,27,70.0,True
1890,Theresa King,East Maryview,133544,772,29454,0,75.0,True
1891,Justin Hammond,North Jaredchester,133341,535,7578,28,60.0,True
1892,Phillip Davis,South Zachary,61186,313,34872,6,30.0,False
1893,Meagan West,New Anthony,107182,410,23460,3,45.0,False
1894,Craig Williams,Garciaton,72437,773,47702,14,70.0,True
1895,Wayne Hess,Michaelhaven,32068,582,33245,19,40.0,False
1896,James Wilson,North Andre,52838,745,12909,22,80.0,True
1897,Kelsey Kelly,Warnerview,64782,808,2945,13,90.0,True
1898,Aaron Gonzalez,New Richard,36868,750,17660,27,60.0,True
1899,Jessica Hernandez,Brendahaven,46614,546,10058,30,35.0,False
1900,Anthony Adams,Colemanport,127218,638,42080,37,65.0,True
1901,Barry Wilson,Chapmanmouth,85176,427,17535,2,40.0,False
1902,Matthew Richards,Port Jenniferview,98955,303,21646,15,50.0,False
1903,Michelle Stewart,North Jonathan,44896,813,3483,37,80.0,True
1904,Ronald Underwood,Loganhaven,127735,804,42869,14,90.0,True
1905,Christina Garza,Port Robertside,38330,599,7688,26,50.0,False
1906,Tina Hernandez,Mitchellton,92422,796,32450,36,80.0,True
1907,David Thompson,Samuelborough,88756,827,44891,37,80.0,True
1908,Lauren Barr,Romanland,131976,570,11822,27,60.0,True
1909,Anthony Murray,North Christopher,77453,356,11378,1,35.0,False
1910,Mary Green,East Mikeshire,97271,825,40024,32,80.0,True
1911,Penny West,North Christopher,107812,755,2468,34,95.0,True
1912,Laurie Roberts,Port Loriland,44293,708,18041,19,50.0,False
1913,Caitlyn Martinez,Alejandrabury,89245,750,34216,23,80.0,True
1914,Adam Thompson,West Amberchester,96039,785,21984,30,85.0,True
1915,Sandra White,South Anna,59038,606,40038,25,50.0,False
1916,Matthew Miller,New Patricia,110623,576,11836,38,55.0,False
1917,Kristin Wagner,Barberfurt,35683,788,44554,40,60.0,True
1918,Andrew Gomez,West Rebeccaland,125321,733,8372,22,85.0,True
1919,Johnny Arnold,East Tony,132659,529,22843,24,55.0,False
1920,Richard Stevens,Whiteton,149111,731,47006,40,75.0,True
1921,Leonard Reyes,Lake Joseph,143636,739,2679,17,85.0,True
1922,Erik Brown,East Annville,116363,695,10328,10,85.0,True
1923,Mrs. Olivia Petersen,Hillside,98347,428,1022,32,55.0,False
1924,Toni Osborne,Amandaside,69535,813,15939,39,85.0,True
1925,Jeffrey Mercer,Mendozahaven,90036,755,40448,36,75.0,True
1926,Alex Whitaker,West Charlesville,114323,554,24445,38,55.0,False
1927,Carla Hoover,Lake Richard,34082,538,14981,30,25.0,False
1928,Stephanie Peterson,North Samantha,37972,628,37457,32,40.0,False
1929,Gary Greer,East Michaelview,92781,609,33479,9,55.0,False
1930,Luis Patterson,Port Jamesport,141057,580,2851,36,75.0,True
1931,Ryan Harrison,Mosleyland,82640,828,9308,16,90.0,True
1932,Laura Payne,New Ambertown,85872,710,31259,35,70.0,True
1933,Devon Ramos,Blackville,119928,531,22394,39,55.0,False
1934,Jay Alvarado,Lake Theresa,44150,705,46644,39,50.0,False
1935,Emily Hunter,Haleyland,94260,635,23300,37,65.0,True
1936,Erik Keller,North Christinaburgh,123375,359,46052,30,50.0,False
1937,Danielle Mcfarland DVM,West Danielfort,149236,380,28687,3,45.0,False
1938,Kyle Mullins,Clarkmouth,88138,554,27921,8,40.0,False
1939,Kerry Murphy,South Toddton,39632,325,39936,36,25.0,False
1940,Chad Moreno,Haroldport,147868,685,25578,17,80.0,True
1941,Natalie Hawkins,Reynoldschester,40589,351,22422,27,25.0,False
1942,Adrian Gibbs,Leroystad,72219,801,30038,21,75.0,True
1943,Alyssa Hayes,Kaylabury,109730,496,34188,38,50.0,False
1944,Carlos Vincent,Jonathanfurt,49442,690,9572,40,60.0,True
1945,Jason Haynes,North Randymouth,38609,655,16001,3,30.0,False
1946,Timothy Coleman,North Gregory,46540,601,12864,28,45.0,False
1947,Stanley Benson,Collinsberg,66046,623,41191,4,40.0,False
1948,Brian Thompson,North Nathanhaven,111830,557,35957,33,50.0,False
1949,Wendy Smith,North Thomashaven,112978,705,32535,31,75.0,True
1950,Bethany Baxter MD,Scotttown,106724,579,30236,8,45.0,False
1951,Jennifer Baker MD,Jonesville,101874,468,4504,13,60.0,True
1952,Crystal Wolf,Petersonchester,123343,654,46641,37,65.0,True
1953,Sharon Patel,Spencerburgh,72622,677,18349,32,65.0,True
1954,Carl Powers,New Mark,79925,559,24725,17,45.0,False
1955,Michael Patterson,Deniseport,108301,778,23186,9,85.0,True
1956,Sarah Jones,East Eric,99541,758,19708,34,85.0,True
1957,Nancy Rowland,South Samuelfurt,68652,511,16918,18,45.0,False
1958,Meghan Jackson,North James,89469,688,45897,10,65.0,True
1959,Stephanie Gomez,Lake Amyland,96263,696,17183,2,65.0,True
1960,Miguel Lee,Lynchbury,109354,632,48132,34,60.0,True
1961,Brianna Hanson,West Melanie,86387,612,1774,2,60.0,True
1962,Sharon French,New Cesarfurt,42999,751,32075,32,60.0,True
1963,Taylor Kirby,Vanessaview,133952,560,17671,23,55.0,False
1964,Jeffrey Petersen,Port Amanda,121983,670,46117,4,65.0,True
1965,Manuel Cole,North Darlenemouth,44996,546,43182,38,25.0,False
1966,Joshua Horne,Morganfurt,141777,735,39425,33,75.0,True
1967,Brittney Tanner,West Victoriamouth,115814,792,38930,8,80.0,True
1968,Ashley Franco,West Nicholas,115316,337,6868,38,60.0,True
1969,Tracey Page,West David,145042,508,37486,14,50.0,False
1970,Carla Young,East Theresaside,130789,811,2971,25,100.0,True
1971,Brooke Keith,East Zachary,102264,827,4235,36,100.0,True
1972,Christy Thomas,Port Darylburgh,124481,535,12516,0,40.0,False
1973,Michael Cruz,Grayton,143441,330,34287,40,55.0,False
1974,Shawna Gillespie,Espinozaville,58183,311,36896,5,30.0,False
1975,Chelsey Reyes,West Bryanbury,86370,596,21927,15,60.0,True
1976,Angela Dixon,Port Timothychester,89186,441,13778,20,50.0,False
1977,Sean Chapman,North Adamtown,146403,768,27494,11,90.0,True
1978,Robert Ramirez,Stephanieshire,59949,688,29674,4,50.0,False
1979,Steven Price,Christophertown,84239,702,25311,19,70.0,True
1980,Michelle Padilla,West Aaron,74424,757,36497,20,70.0,True
1981,Lucas Nielsen,Kelseyfort,138451,342,35261,39,50.0,False
1982,Raymond Wolf,Barnesborough,89441,601,37304,9,50.0,False
1983,Nicholas Cunningham,Mooremouth,82262,315,35600,14,40.0,False
1984,Kristin Meyer,South Allisonfort,84524,374,24860,1,30.0,False
1985,Kevin White,Anthonyshire,125631,765,25710,1,75.0,True
1986,Cynthia Johnson,East Ryanstad,42463,765,42357,33,60.0,True
1987,Sandra Lopez,West Tiffanyside,70966,305,38462,23,35.0,False
1988,Teresa Bowers,Matthewmouth,85936,420,31183,31,45.0,False
1989,Michael Lambert,South Kenneth,70963,489,5890,6,45.0,False
1990,Rebecca Newman,West Christopher,117177,712,10028,27,85.0,True
1991,Christopher Morrison,Cookshire,63408,376,30443,3,25.0,False
1992,Sierra Gentry,Jenniferstad,79060,572,9643,6,45.0,False
1993,Hannah Carter,Basston,50006,626,29515,32,50.0,False
1994,Ryan Thomas,Tylertown,120023,318,49124,3,35.0,False
1995,James Schaefer,Robertton,92163,770,12251,13,85.0,True
1996,Diana Lin,New Frank,38799,635,48259,17,40.0,False
1997,Brandon Meyer,East Haley,41957,763,16752,5,60.0,True
1998,Jason Price,Adamland,139022,360,24031,35,55.0,False
1999,Nicole Brown,New Nathantown,41188,482,31397,6,20.0,False
